,grasslandParkland,largeHerb,organicCarbon,roeDeer,tamworthPig,thornyScrub,woodland,ID,accepted?
0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,Rejected
1,1.0217856321873067,0.0,0.9812391087896408,1.0180429539501954,0.0,1.0298493495092707,0.9889772232067943,1,Rejected
2,1.042861766145859,0.0,0.964364776227511,1.0357352393710098,0.0,1.0619385574182703,0.9791700460888317,1,Rejected
3,1.0631936107380973,0.0,0.9492169094505046,1.0530949660038036,0.0,1.0963282356610644,0.9704915908839569,1,Rejected
4,1.0827486314555195,0.0,0.9356497388428118,1.0701369311446876,0.0,1.133082730599043,0.9628595503991594,1,Rejected
5,1.1014939027273232,0.0,0.9235146444460989,1.0868773418736188,0.0,1.172264736180579,0.9561904526078104,1,Rejected
6,1.1193843865765432,0.0,0.9125467562998874,1.1033984234900212,0.0,1.2138639814647865,0.9503545464561527,1,Rejected
7,1.136404001060219,0.0,0.9026101530228402,1.1197436387252624,0.0,1.2579285918936292,0.9452783834196715,1,Rejected
8,1.1525511147322018,0.0,0.8936595606927454,1.1359160881079726,0.0,1.3045563189986742,0.9409262040001062,1,Rejected
9,1.167824096146343,0.0,0.8856497053873917,1.1519188721667826,0.0,1.3538449143114897,0.9372622486991957,1,Rejected
10,1.1822213138564936,0.0,0.8785353131845672,1.167755091430322,0.0,1.4058921293636428,0.9342507580186791,1,Rejected
11,1.195741136416505,0.0,0.8722711101620605,1.1834278464272219,0.0,1.4607957156867015,0.9318559724602954,1,Rejected
12,1.2083819323802283,0.0,0.8668118223976595,1.1989402376861122,0.0,1.5186534248122334,0.9300421325257837,1,Rejected
13,1.220142594139931,0.0,0.8621098635646584,1.2142972446299831,0.0,1.5795597712103728,0.92877208843326,1,Rejected
14,1.231052572659788,0.0,0.858001548722229,1.2296050783154548,0.0,1.6434374959004816,0.9279404425096627,1,Rejected
15,1.2411366029342594,0.0,0.8544000272986895,1.2449280762939587,0.0,1.7102893308988403,0.9274926227401992,1,Rejected
16,1.2504044491298512,0.0,0.8512947261575265,1.2602723383725682,0.0,1.78021977134394,0.9274207597297704,1,Rejected
17,1.2588658754130688,0.0,0.8486750721622269,1.2756439643583575,0.0,1.8533333123742723,0.9277169840832774,1,Rejected
18,1.2665306459504182,0.0,0.8465304921762776,1.2910490540583999,0.0,1.9297344491283277,0.928373426405621,1,Rejected
19,1.2734085249084048,0.0,0.8448504130631653,1.3064937072797693,0.0,2.009527676744598,0.9293822173017023,1,Rejected
20,1.279509276453535,0.0,0.843624261686377,1.3219840238295393,0.0,2.0928174903615737,0.9307354873764222,1,Rejected
21,1.284842664752314,0.0,0.8428414649093995,1.3375261035147836,0.0,2.179708385117747,0.9324253672346815,1,Rejected
22,1.2894184539712477,0.0,0.8424914495957194,1.3531260461425763,0.0,2.2703048561516077,0.9344439874813812,1,Rejected
23,1.2932464082768418,0.0,0.842563642608824,1.3687899515199906,0.0,2.3647113986016484,0.9367834787214223,1,Rejected
24,1.2963975259598906,0.0,0.8429897962065637,1.3846011351590934,0.0,2.4628232093500455,0.9393781831994489,1,Rejected
25,1.29895083945885,0.0,0.8436999992907901,1.4006537984322902,0.0,2.564450742616231,0.9421602124177242,1,Rejected
26,1.3009139016188451,0.0,0.8446949524375997,1.4169524278627588,0.0,2.669616875826732,0.9451321147349255,1,Rejected
27,1.3022941741457776,0.0,0.845975444166829,1.433501395316717,0.0,2.7783447775231367,0.9482965264260403,1,Rejected
28,1.3030991187455487,0.0,0.847542262998314,1.4503050726603834,0.0,2.8906576162470294,0.9516560837660563,1,Rejected
29,1.3033361971240605,0.0,0.8493961974518912,1.4673678317599759,0.0,3.006578560539997,0.9552134230299607,1,Rejected
30,1.303012870987214,0.0,0.8515380360473968,1.4846940444817125,0.0,3.126130778943624,0.9589711804927413,1,Rejected
31,1.3021366020409109,0.0,0.8539685673046671,1.5022880826918117,0.0,3.2493374399994988,0.9629319924293855,1,Rejected
32,1.3007148519910527,0.0,0.8566885797435382,1.5201543182564912,0.0,3.3762217122492064,0.9670984951148809,1,Rejected
33,1.298755082543541,0.0,0.8596988618838466,1.5382971230419695,0.0,3.506806764234333,0.971473324824215,1,Rejected
34,1.2962647554042774,0.0,0.8630002022454284,1.5567208689144645,0.0,3.6411157644964636,0.9760591178323754,1,Rejected
35,1.2932513322791634,0.0,0.86659338934812,1.5754299277401942,0.0,3.7791718815771844,0.9808585104143496,1,Rejected
36,1.2897378088520417,0.0,0.8704730384389009,1.594441503029989,0.0,3.92092983088307,0.9858626025546043,1,Rejected
37,1.2858425760680703,0.0,0.8745948977521248,1.6138464165082083,0.0,4.0658570485565235,0.9909913270528085,1,Rejected
38,1.2815957560301836,0.0,0.8789481846064492,1.6336538579570732,0.0,4.213697374899128,0.9962296276759804,1,Rejected
39,1.2770058666254334,0.0,0.8835305701290769,1.653854457227957,0.0,4.364280633718897,1.001578448165128,1,Rejected
40,1.2720814257408704,0.0,0.888339725447211,1.674438844172234,0.0,4.517436648823846,1.0070387322612586,1,Rejected
41,1.2668309512635458,0.0,0.8933733216880545,1.6953976486412776,0.0,4.67299524402199,1.0126114237053803,1,Rejected
42,1.2612629610805115,0.0,0.8986290299788104,1.7167215004864615,0.0,4.830786243121343,1.0182974662385003,1,Rejected
43,1.2553859730788182,0.0,0.9041045214466817,1.7384010295591596,0.0,4.990639469929919,1.0240978036016266,1,Rejected
44,1.2492085051455173,0.0,0.9097974672188716,1.7604268657107456,0.0,5.152384748255733,1.0300133795357669,1,Rejected
45,1.2427390751676601,0.0,0.9157055384225828,1.7827896387925932,0.0,5.3158519019068,1.0360451377819286,1,Rejected
